id,image,keypoints
121,6200-0.png,"[{""x"":56.547619047619044,""y"":81.54761904761904,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":375},{""x"":46.42857142857142,""y"":83.53174603174602,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":13.392857142857142,""y"":79.16666666666666,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":59.72222222222222,""y"":65.87301587301586,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":375},{""x"":53.67063492063492,""y"":37.89682539682539,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375},{""x"":53.17460317460316,""y"":74.80158730158729,""width"":0.1984126984126984,""keypointlabels"":[""MANO DX""],""original_width"":750,""original_height"":375}]"
122,6200-375.png,"[{""x"":27.38095238095238,""y"":59.739475500345065,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":39.88095238095238,""y"":66.42512077294685,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":54.166666666666664,""y"":82.81573498964802,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345},{""x"":35.11904761904761,""y"":57.582815734989644,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":345}]"
123,6300-0.png,"[{""x"":61.11111111111111,""y"":42.857142857142854,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":375},{""x"":49.70238095238095,""y"":82.34126984126983,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":55.6547619047619,""y"":41.07142857142856,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":375},{""x"":39.682539682539684,""y"":58.928571428571416,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":375}]"
124,6300-375.png,"[{""x"":73.90873015873015,""y"":88.63871635610766,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":345},{""x"":57.14285714285714,""y"":92.95203588681849,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":68.84920634920634,""y"":76.9927536231884,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":345},{""x"":54.76190476190476,""y"":59.739475500345065,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345}]"
125,6400-0.png,"[{""x"":60.416666666666664,""y"":55.35714285714285,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":375},{""x"":47.222222222222214,""y"":80.35714285714285,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":56.94444444444444,""y"":49.4047619047619,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":375},{""x"":39.58333333333333,""y"":52.38095238095237,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":375}]"
126,6400-375.png,"[{""x"":26.09126984126984,""y"":66.6407867494824,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":40.97223295078846,""y"":94.24602380257114,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":34.226190476190474,""y"":59.523809523809526,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":51.68650793650793,""y"":63.19013112491373,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345},{""x"":36.210317460317455,""y"":70.52277432712215,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":345}]"
127,6500-0.png,"[{""x"":61.11111111111111,""y"":54.166666666666664,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":375},{""x"":46.13095238095238,""y"":77.97619047619047,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":57.24206349206349,""y"":50.99206349206349,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":375},{""x"":41.46825396825397,""y"":51.98412698412697,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":375}]"
128,6500-375.png,"[{""x"":62.499999999999986,""y"":55.21048999309869,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345},{""x"":65.97222222222221,""y"":92.08937198067633,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":345},{""x"":54.46428571428571,""y"":97.04968944099379,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":15.079365079365079,""y"":86.91338854382332,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345}]"
129,6600-0.png,"[{""x"":25.396825396825395,""y"":78.96825396825395,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":32.53968253968254,""y"":83.33333333333333,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":71.72619047619047,""y"":96.62698412698411,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":29.067460317460313,""y"":62.69841269841269,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":37.99603174603175,""y"":33.53174603174603,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375},{""x"":32.24206349206349,""y"":68.25396825396824,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":375}]"
130,6600-375.png,"[{""x"":72.02380952380952,""y"":55.85748792270532,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":345},{""x"":59.22619047619047,""y"":97.04968944099379,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":63.69047619047619,""y"":58.87681159420289,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":345},{""x"":46.825386096830584,""y"":79.79642720507165,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345}]"
131,6700-0.png,"[{""x"":25.79365079365079,""y"":54.166666666666664,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":38.29365079365079,""y"":88.69047619047618,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":30.75396825396825,""y"":52.57936507936507,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":47.123015873015866,""y"":63.69047619047619,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375}]"
132,6700-375.png,"[{""x"":71.42857142857142,""y"":73.11076604554866,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":345},{""x"":51.091269841269835,""y"":94.0303657694962,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":62.79761904761904,""y"":65.77812284334024,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":345},{""x"":47.519841269841265,""y"":62.97446514837819,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345}]"
133,6800-0.png,"[{""x"":24.107142857142854,""y"":52.57936507936507,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":37.69841269841269,""y"":91.86507936507935,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":34.226190476190474,""y"":52.97619047619047,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":28.670634920634917,""y"":47.02380952380952,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":375},{""x"":46.62698412698412,""y"":66.86507936507937,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375}]"
134,6800-375.png,"[{""x"":70.03968253968253,""y"":70.52277432712215,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":345},{""x"":52.678571428571416,""y"":97.26535541752934,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":58.43253968253968,""y"":70.09144237405107,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":345},{""x"":45.03968253968254,""y"":75.69875776397515,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345}]"
135,6900-0.png,"[{""x"":21.825396825396822,""y"":57.738095238095234,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":37.1031746031746,""y"":81.54761904761904,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":30.257936507936506,""y"":48.21428571428571,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":45.73412698412697,""y"":40.67460317460317,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375}]"
136,6900-375.png,"[{""x"":26.785714285714285,""y"":73.32643202208419,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":37.89682539682539,""y"":89.9327122153209,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":37.00396825396825,""y"":73.75776397515527,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":345},{""x"":34.92063492063492,""y"":63.40579710144928,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":51.9841235961587,""y"":50.25013281547823,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345}]"
137,7000-0.png,"[{""x"":24.8015873015873,""y"":61.5079365079365,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":39.18650793650793,""y"":86.3095238095238,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":30.257936507936506,""y"":53.96825396825397,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":46.92460317460317,""y"":53.769841269841265,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375}]"
138,7000-375.png,"[{""x"":29.166666666666664,""y"":63.40579710144928,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":42.162698412698404,""y"":98.1280193236715,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":40.37698412698412,""y"":68.36611456176674,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":53.96825396825397,""y"":81.30607315389923,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345},{""x"":35.416666666666664,""y"":60.60213940648723,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":345}]"
139,7100-0.png,"[{""x"":62.896825396825385,""y"":66.86507936507937,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":375},{""x"":53.769841269841265,""y"":74.99999999999999,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":58.03571428571428,""y"":60.912698412698404,""width"":0.1984126984126984,""keypointlabels"":[""MANO DX""],""original_width"":750,""original_height"":375},{""x"":60.317460317460316,""y"":48.8095238095238,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":375},{""x"":47.222222222222214,""y"":27.97619047619047,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":375}]"
140,7100-375.png,"[{""x"":30.059523809523807,""y"":62.75879917184265,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":44.14682539682539,""y"":98.77501725327812,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":35.51587301587301,""y"":59.523809523809526,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":345},{""x"":40.17857142857142,""y"":66.42512077294685,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":53.96825396825397,""y"":80.22774327122153,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345}]"
141,7200-0.png,"[{""x"":60.71428571428571,""y"":48.61111111111111,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":375},{""x"":46.13095238095238,""y"":88.88888888888889,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":56.547619047619044,""y"":44.64285714285714,""width"":0.1984126984126984,""keypointlabels"":[""MANO DX""],""original_width"":750,""original_height"":375},{""x"":50.198412698412696,""y"":49.206349206349195,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":375},{""x"":36.507936507936506,""y"":67.65873015873015,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":375}]"
142,7200-375.png,"[{""x"":29.761904761904756,""y"":64.26846100759144,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":42.460317460317455,""y"":93.38336783988957,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":37.301585042941774,""y"":61.68042162840136,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":53.769841269841265,""y"":66.42512077294685,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345},{""x"":34.12698412698412,""y"":59.739475500345065,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":345}]"
143,7300-0.png,"[{""x"":62.79761904761904,""y"":62.896825396825385,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":26.884920634920633,""y"":66.26984126984127,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375}]"
144,7300-375.png,"[{""x"":27.281746031746028,""y"":87.34472049689441,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":44.841269841269835,""y"":81.95307108350588,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":34.42460317460317,""y"":66.20945479641132,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":53.37301587301587,""y"":55.42615596963423,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345}]"
145,7400-0.png,"[{""x"":21.031746031746028,""y"":55.55555555555555,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":32.04365079365079,""y"":74.99999999999999,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":29.166666666666664,""y"":45.238095238095234,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":45.83333333333333,""y"":40.476190476190474,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375},{""x"":27.678566628949685,""y"":54.16668012261707,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":375}]"
146,7400-375.png,"[{""x"":72.91666666666666,""y"":59.739475500345065,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":345},{""x"":48.90873015873015,""y"":92.08937198067633,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":63.69047619047619,""y"":54.347826086956516,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":345},{""x"":46.23015873015873,""y"":64.26846100759144,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345}]"
147,7500-0.png,"[{""x"":23.908730158730158,""y"":57.341269841269835,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":39.48412698412697,""y"":90.67460317460316,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":34.32539682539682,""y"":55.55555555555555,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":48.313492063492056,""y"":66.86507936507937,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375},{""x"":29.067460317460313,""y"":50.79365079365079,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":375}]"
148,7500-375.png,"[{""x"":71.13095238095238,""y"":79.14941338854382,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":345},{""x"":44.14682539682539,""y"":98.55935127674258,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":60.51587301587301,""y"":72.89510006901311,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":345},{""x"":41.666666666666664,""y"":69.2287784679089,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345}]"
149,7600-0.png,"[{""x"":63.49206349206349,""y"":85.3174603174603,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":25.694444444444443,""y"":61.5079365079365,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":20.238095238095237,""y"":95.43650793650794,""width"":0.1984126984126984,""keypointlabels"":[""CAVIGLIA SX""],""original_width"":750,""original_height"":375}]"
150,7600-375.png,"[{""x"":30.853174603174597,""y"":92.08937198067633,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":39.08730158730158,""y"":87.12905452035886,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":74.90079365079364,""y"":97.91235334713595,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":33.33333333333333,""y"":71.8167701863354,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":48.710317460317455,""y"":43.99585921325052,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345},{""x"":69.84126984126983,""y"":51.112836438923395,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":345}]"
151,7700-0.png,"[{""x"":67.65873015873015,""y"":69.04761904761904,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":24.305555555555554,""y"":78.37301587301586,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375}]"
152,7700-375.png,"[{""x"":27.480158730158728,""y"":61.89613526570048,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":40.57539682539682,""y"":97.26535541752934,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":32.83730158730158,""y"":61.03347135955831,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":52.97619047619047,""y"":67.93478260869566,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345}]"
153,7800-0.png,"[{""x"":67.65873015873015,""y"":70.83333333333333,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":24.007936507936506,""y"":79.96031746031746,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375}]"
154,7800-375.png,"[{""x"":28.57142857142857,""y"":81.95307108350588,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":54.26587301587301,""y"":98.99068322981365,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":35.21825396825397,""y"":72.03243616287095,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":345},{""x"":41.76587301587301,""y"":72.03243616287095,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":58.134920634920626,""y"":72.89510006901311,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345}]"
155,7900-0.png,"[{""x"":23.41269841269841,""y"":76.19047619047619,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":36.507936507936506,""y"":84.32539682539681,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":24.50396825396825,""y"":62.30158730158729,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":35.21825396825397,""y"":33.53174603174603,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375},{""x"":32.04365079365079,""y"":66.46825396825396,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":375}]"
156,7900-375.png,"[{""x"":73.8095238095238,""y"":87.77605244996549,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":28.57142857142857,""y"":88.8543823326432,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345}]"
157,8000-0.png,"[{""x"":22.420634920634917,""y"":50.595238095238095,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":38.78968253968254,""y"":96.62698412698411,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":28.373015873015873,""y"":45.83333333333333,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":375},{""x"":47.817460317460316,""y"":61.706349206349195,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375},{""x"":34.92063492063492,""y"":56.34920634920634,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375}]"
158,8000-375.png,"[{""x"":73.8095238095238,""y"":85.188060731539,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":30.059523809523807,""y"":90.36404416839198,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345}]"
159,8100-0.png,"[{""x"":25.099206349206348,""y"":56.74603174603175,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":375},{""x"":41.96428571428571,""y"":96.23015873015872,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":375},{""x"":29.56349206349206,""y"":51.78571428571428,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":375},{""x"":36.9047619047619,""y"":57.14285714285714,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":375},{""x"":49.6031746031746,""y"":72.22222222222221,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":375}]"
160,8100-375.png,"[{""x"":71.92460317460316,""y"":85.61939268461008,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":345},{""x"":30.95238095238095,""y"":86.2663906142167,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345}]"
161,8200-0.png,"[{""x"":60.416666666666664,""y"":48.01587301587301,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":375},{""x"":47.817460317460316,""y"":80.15873015873015,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":56.05158730158729,""y"":44.047619047619044,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":375},{""x"":36.80555555555555,""y"":46.82539682539682,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":375}]"
162,8200-375.png,"[{""x"":25.099206349206348,""y"":75.05175983436853,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO SX""],""original_width"":750,""original_height"":345},{""x"":36.80555555555555,""y"":88.42305037957212,""width"":0.1984126984126984,""keypointlabels"":[""BACINO SX""],""original_width"":750,""original_height"":345},{""x"":31.746031746031743,""y"":61.68046928916494,""width"":0.1984126984126984,""keypointlabels"":[""MANO SX""],""original_width"":750,""original_height"":345},{""x"":48.51190476190476,""y"":43.56452726017943,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO SX""],""original_width"":750,""original_height"":345},{""x"":37.69841269841269,""y"":72.67943409247756,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA SX""],""original_width"":750,""original_height"":345}]"
163,8300-0.png,"[{""x"":59.325396825396815,""y"":44.64285714285714,""width"":0.1984126984126984,""keypointlabels"":[""GINOCCHIO DX""],""original_width"":750,""original_height"":375},{""x"":48.412698412698404,""y"":87.49999999999999,""width"":0.1984126984126984,""keypointlabels"":[""BACINO DX""],""original_width"":750,""original_height"":375},{""x"":50.198412698412696,""y"":47.61904761904761,""width"":0.1984126984126984,""keypointlabels"":[""GOMITO DX""],""original_width"":750,""original_height"":375},{""x"":39.58333333333333,""y"":69.64285714285714,""width"":0.1984126984126984,""keypointlabels"":[""SPALLA DX""],""original_width"":750,""original_height"":375}]"
